,CellMarker_normal+Blood+Peripheral blood+Megakaryocyte,CellMarker_normal+Blood+Peripheral blood+Peripheral immune cell,CellMarker_normal+Blood+Blood+Classical monocyte,CellMarker_normal+Blood+Blood+CD16 monocyte,CellMarker_normal+Blood+Blood+Monocyte,CellMarker_normal+Blood+Blood+Dendritic cell,CellMarker_normal+Blood+Blood+CD56 natural killer cell,CellMarker_normal+Blood+Blood+CD14 monocyte,CellMarker_normal+Blood+Blood+CD8 T cell,CellMarker_normal+Blood+Blood+B cell,CellMarker_normal+Blood+Blood+Neutrophil,CellMarker_normal+Blood+Blood+Erythroid cell,CellMarker_normal+Blood+Peripheral blood+CD14 monocyte,CellMarker_normal+Blood+Peripheral blood+B cell,CellMarker_cancer+Blood+Peripheral blood+CD4 T cell,CellMarker_cancer+Blood+Peripheral blood+CD8 T cell,CellMarker_cancer+Blood+Peripheral blood+B cell,CellMarker_normal+Blood+Blood+CAR-T cell,CellMarker_normal+Blood+Blood+CD4 T cell,CellMarker_cancer+Blood+Blood+Plasma cell,CellMarker_normal+Blood+Blood+Cancer cell,CellMarker_normal+Blood+Peripheral blood+Dendritic cell,CellMarker_normal+Blood+Peripheral blood+Natural killer cell,CellMarker_normal+Blood+Peripheral blood+T cell,CellMarker_normal+Blood+Peripheral blood+IgA memory B cell,CellMarker_normal+Blood+Peripheral blood+Naive T(Th0) cell,CellMarker_normal+Blood+Peripheral blood+Central memory T cell,CellMarker_normal+Blood+Peripheral blood+Aged memory B cell,CellMarker_normal+Blood+Peripheral blood+T follicular helper(Tfh) cell,CellMarker_normal+Blood+Peripheral blood+Cancer cell,CellMarker_normal+Blood+Peripheral blood+Naive B cell,CellMarker_normal+Blood+Peripheral blood+Plasmacytoid dendritic cell(pDC),CellMarker_normal+Blood+Peripheral blood+Memory B cell,CellMarker_normal+Blood+Peripheral blood+Regulatory T(Treg) cell,CellMarker_normal+Blood+Peripheral blood+IgM memory B cell,CellMarker_normal+Blood+Peripheral blood+Atypical memory B cell,CellMarker_normal+Blood+Peripheral blood+T helper 1(Th1) cell,CellMarker_normal+Blood+Peripheral blood+CD4 T cell,CellMarker_normal+Blood+Peripheral blood+CD8 T cell,CellMarker_normal+Blood+Peripheral blood+Natural killer T(NKT) cell,CellMarker_normal+Blood+Peripheral blood+Gamma delta(γδ) T cell,CellMarker_normal+Blood+Peripheral blood+IgG memory B cell,CellMarker_normal+Blood+Peripheral blood+Mucosa-associated invariant T (MAIT) cell,CellMarker_normal+Blood+Peripheral blood+Revertant memory CD8 T(TEMRA) cell,CellMarker_normal+Blood+Peripheral blood+T helper 17(Th17) cell,CellMarker_normal+Blood+Peripheral blood+Effector memory T cell,CellMarker_normal+Blood+Peripheral blood+T helper 9(Th9) cell,CellMarker_normal+Blood+Peripheral blood+T helper 2(Th2) cell,CellMarker_normal+Blood+Peripheral blood+CD20 B cell,CellMarker_normal+Blood+Blood+Progenitor cell,CellMarker_cancer+Blood+Peripheral blood+Natural killer cell,CellMarker_cancer+Blood+Lymph+Cancer cell,CellMarker_cancer+Blood+Peripheral blood+Cytotoxic T cell,CellMarker_cancer+Blood+Peripheral blood+T cell,CellMarker_cancer+Blood+Peripheral blood+Cancer stem cell,CellMarker_cancer+Blood+Peripheral blood+Monocyte,CellMarker_cancer+Blood+Peripheral blood+Macrophage,CellMarker_cancer+Blood+Peripheral blood+Cancer cell,CellMarker_cancer+Blood+Peripheral blood+Myeloid cell,CellMarker_normal+Blood+Blood+Memory B cell,CellMarker_normal+Blood+Blood+Activated memory B cell,CellMarker_normal+Blood+Blood+Naive B cell,CellMarker_normal+Blood+Blood+T cell,CellMarker_normal+Blood+Blood+Macrophage,CellMarker_normal+Blood+Blood+Naive CD8 T cell,CellMarker_normal+Blood+Blood+Memory CD8 T cell,CellMarker_cancer+Blood+Peripheral blood+Memory CD8 T cell,CellMarker_cancer+Blood+Peripheral blood+Classical monocyte,CellMarker_cancer+Blood+Peripheral blood+Naive B cell,CellMarker_cancer+Blood+Peripheral blood+Effector CD8 T cell,CellMarker_cancer+Blood+Peripheral blood+Platelet,CellMarker_normal+Blood+Peripheral blood+Monocyte,CellMarker_normal+Blood+Blood+Myeloid cell,CellMarker_normal+Blood+Blood+Plasmacytoid dendritic cell(pDC),CellMarker_normal+Blood+Blood+Natural regulatory T cell,CellMarker_normal+Blood+Blood+Finally highly effector (TEMRA) memory T cell,CellMarker_normal+Blood+Blood+Effector memory T cell,CellMarker_normal+Blood+Blood+Naive T(Th0) cell,CellMarker_normal+Blood+Blood+Central memory T cell,CellMarker_normal+Blood+Blood+Natural killer cell,CellMarker_normal+Blood+Umbilical cord blood+CD4 T cell,CellMarker_normal+Blood+Blood+Naive CD4 T cell,CellMarker_normal+Blood+Blood+Megakaryocyte,CellMarker_normal+Blood+Blood+Central memory CD4 T cell,CellMarker_normal+Blood+Blood+Central memory CD8 T cell,CellMarker_normal+Blood+Blood+Conventional dendritic cell 2(cDC2),CellMarker_normal+Blood+Blood+Regulatory T(Treg) cell,CellMarker_normal+Blood+Blood+Effector memory CD8 T cell,CellMarker_normal+Blood+Blood+Plasma cell,CellMarker_cancer+Blood+Blood+Myeloid cell,CellMarker_cancer+Blood+Blood+Lymphocyte,CellMarker_cancer+Blood+Blood+M2 macrophage,CellMarker_cancer+Blood+Blood+M1 macrophage,CellMarker_normal+Blood+Blood+Natural killer T(NKT) cell,CellMarker_cancer+Blood+Blood+Peripheral blood mononuclear cell (PBMC),CellMarker_normal+Blood+Blood+Hematopoietic stem cell,CellMarker_normal+Blood+Blood+T helper(Th) cell,CellMarker_normal+Blood+Blood+Non-classical monocyte,CellMarker_normal+Blood+Blood+Cytotoxic T cell,CellMarker_normal+Blood+Peripheral blood+Progenitor cell,CellMarker_normal+Blood+Peripheral blood+Dendritic cell lineage,CellMarker_cancer+Blood+Peripheral blood+Abnormal myeloid cell,CellMarker_cancer+Blood+Peripheral blood+Monocyte precursor,CellMarker_cancer+Blood+Peripheral blood+Dendritic cell,CellMarker_cancer+Blood+Peripheral blood+Immature erythroid cell,CellMarker_normal+Blood+Peripheral blood+T helper(Th) cell,CellMarker_normal+Blood+Peripheral blood+Cytotoxic T cell,CellMarker_normal+Blood+Peripheral blood+Activated B cell,CellMarker_normal+Blood+Peripheral blood+Memory T cell,CellMarker_normal+Blood+Blood+Stem cell,CellMarker_normal+Blood+Blood+Cycling cell,CellMarker_normal+Blood+Blood+Cytotoxic CD8 T cell,CellMarker_normal+Blood+Peripheral blood+Memory CD4 T cell,CellMarker_normal+Blood+Peripheral blood+Proliferative T cell,CellMarker_normal+Blood+Peripheral blood+CD16 monocyte,CellMarker_normal+Blood+Peripheral blood+Monocyte derived dendritic cell,CellMarker_normal+Blood+Peripheral blood+Naive CD4 T cell,CellMarker_normal+Blood+Peripheral blood+Intermediate transition memory B cell,CellMarker_normal+Blood+Peripheral blood+Plasma cell,CellMarker_normal+Blood+Peripheral blood+Effector memory CD4 T cell,CellMarker_normal+Blood+Peripheral blood+Activated T cell,CellMarker_normal+Blood+Peripheral blood+Dividing plasma B cell,CellMarker_normal+Blood+Peripheral blood+Germinal center B cell,CellMarker_normal+Blood+Blood+CD4 recently activated effector memory or effector T cell (CTL),CellMarker_normal+Blood+Blood+Plasmablast,CellMarker_normal+Blood+Blood+CD8 mucosal-associated invariant T cell(CD8 MAIT),CellMarker_normal+Blood+Blood+CD8 recently activated effector memory or effector T cell (CTL),CellMarker_normal+Blood+Blood+Memory CD4 T cell,CellMarker_normal+Blood+Blood+Gamma delta(γδ) T cell,CellMarker_normal+Blood+Peripheral blood+M2 macrophage,CellMarker_normal+Blood+Peripheral blood+Pro-inflammatory macrophage,CellMarker_normal+Blood+Blood+Naive cytotoxic T cell,CellMarker_normal+Blood+Blood+Memory T cell,CellMarker_normal+Blood+Blood+CD4 T helper cell,CellMarker_normal+Blood+Blood+Astrocyte,CellMarker_cancer+Blood+Blood+Epithelial cell,CellMarker_cancer+Blood+Blood+Leukocyte,CellMarker_cancer+Blood+Blood+T cell,CellMarker_cancer+Blood+Blood+B cell,CellMarker_cancer+Blood+Blood+Natural killer cell,CellMarker_cancer+Blood+Blood+Monocyte,CellMarker_normal+Blood+Blood+Activated B cell,CellMarker_normal+Blood+Blood+Precursor memory cell,CellMarker_normal+Blood+Blood+Effector memory CD4 T cell,CellMarker_cancer+Blood+Blood+Progenitor cell,CellMarker_normal+Blood+Peripheral blood+Circulating memory T cell,CellMarker_normal+Blood+Venous blood+Megakaryocyte progenitor cell,CellMarker_normal+Blood+Venous blood+Natural killer T(NKT) cell,CellMarker_normal+Blood+Venous blood+T cell,CellMarker_normal+Blood+Venous blood+Plasmacytoid dendritic cell(pDC),CellMarker_normal+Blood+Venous blood+Natural killer cell,CellMarker_normal+Blood+Venous blood+Plasma cell,CellMarker_normal+Blood+Venous blood+B cell,CellMarker_cancer+Blood+Peripheral blood+Memory T cell,CellMarker_cancer+Blood+Peripheral blood+Naive T(Th0) cell,CellMarker_cancer+Blood+Peripheral blood+Effector T(Teff) cell,CellMarker_cancer+Blood+Peripheral blood+Regulatory T(Treg) cell,CellMarker_normal+Blood+Peripheral blood+Platelet,CellMarker_normal+Blood+Blood+Tissue resident memory T(TRM) cell,CellMarker_cancer+Blood+Blood+CD4 T cell,CellMarker_cancer+Blood+Blood+CD8 T cell,CellMarker_cancer+Blood+Blood+Naive CD8 T cell,CellMarker_normal+Blood+Blood+Cholangiocyte,CellMarker_normal+Blood+Peripheral blood+Erythroid cell,CellMarker_normal+Blood+Peripheral blood+Plasmablast,CellMarker_normal+Blood+Peripheral blood+Precursor cell,CellMarker_normal+Blood+Peripheral blood+Granulocyte,CellMarker_normal+Blood+Peripheral blood+Proliferative lymphocyte,CellMarker_normal+Blood+Peripheral blood+Neutrophil,CellMarker_normal+Blood+Peripheral blood+Lymphocyte,CellMarker_normal+Blood+Peripheral blood+Myeloid cell,CellMarker_normal+Blood+Blood+Granulocyte,CellMarker_normal+Blood+Blood+Monocyte progenitor cell,CellMarker_normal+Blood+Peripheral blood+Early effector T cell,CellMarker_normal+Blood+Peripheral blood+Naive CD8 T cell,CellMarker_normal+Blood+Peripheral blood+Hematopoietic stem cell,CellMarker_normal+Blood+Peripheral blood+Myeloid dendritic cell,CellMarker_normal+Blood+Peripheral blood+Red blood cell (erythrocyte),CellMarker_normal+Blood+Peripheral blood+Fibroblast,CellMarker_normal+Blood+Peripheral blood+Epithelial cell,CellMarker_normal+Blood+Peripheral blood+Dermal cell,CellMarker_normal+Blood+Blood+Platelet,CellMarker_normal+Blood+Blood+Red blood cell (erythrocyte),CellMarker_normal+Blood+Blood+Proliferative cell,CellMarker_normal+Blood+Blood+CD3/CD28-stimulated T cell,CellMarker_normal+Blood+Blood+CD3/CD28-stimulated NK cell,CellMarker_cancer+Blood+Blood+Malignant cell,CellMarker_cancer+Blood+Peripheral blood+Natural killer T(NKT) cell,CellMarker_cancer+Blood+Peripheral blood+Tumor regulatory T cell,CellMarker_cancer+Blood+Peripheral blood+CD8 intraepithelial cell,CellMarker_normal+Blood+Peripheral blood+Macrophage,CellMarker_normal+Blood+Umbilical cord blood+Macrophage,CellMarker_normal+Blood+Peripheral blood+Myeloid dendritic cell 1,CellMarker_normal+Blood+Peripheral blood+Activated natural killer cell,CellMarker_normal+Blood+Peripheral blood+Activated memory CD8 T cell,CellMarker_normal+Blood+Peripheral blood+Activated naive T cell,CellMarker_normal+Blood+Peripheral blood+Activated memory T cell,CellMarker_normal+Blood+Peripheral blood+Activated naive CD8 T cell,CellMarker_normal+Blood+Blood+Mature neutrophil,CellMarker_normal+Blood+Blood+Immature neutrophil,CellMarker_normal+Blood+Blood+Pro-neutrophil,CellMarker_normal+Blood+Blood+Pre-neutrophil,CellMarker_normal+Blood+Peripheral blood+Intermediate monocyte,CellMarker_normal+Blood+Peripheral blood+Classical monocyte,CellMarker_normal+Blood+Peripheral blood+Non-classical monocyte,CellMarker_normal+Blood+Peripheral blood+Proliferative cell,CellMarker_normal+Blood+Blood+Beta cell(β cell),CellMarker_normal+Blood+Peripheral blood+Effector CD4 T cell,CellMarker_normal+Blood+Peripheral blood+Microglial cell,CellMarker_normal+Blood+Peripheral blood+Peripheral blood mononuclear cell (PBMC),CellMarker_normal+Blood+Peripheral blood+Lymphoid cell,CellMarker_normal+Blood+Peripheral blood+Myeloid progenitor cell,CellMarker_normal+Blood+Peripheral blood+Mature progenitor cell,CellMarker_cancer+Blood+Lymph+T cell,CellMarker_normal+Blood+Blood+Conventional dendritic cell 1(cDC1),CellMarker_normal+Blood+Blood+Neutrophil lineage,CellMarker_normal+Blood+Blood+Effector CD8 T cell,CellMarker_normal+Blood+Blood+Regulatory CD4 T cell,CellMarker_cancer+Blood+Serum+Cancer cell,CellMarker_normal+Blood+Blood+Terminal effector CD8 T cell,CellMarker_normal+Blood+Blood+Transitional CD8 T cell,CellMarker_normal+Blood+Blood+Yolk sac-derived myeloid-biased progenitor cell(YSMP),CellMarker_normal+Blood+Blood+Effector regulatory T(eTreg) cell,CellMarker_normal+Blood+Peripheral blood+Activated CD4 T cell,CellMarker_normal+Blood+Peripheral blood+Immature B cell,CellMarker_normal+Blood+Peripheral blood+Mature B cell,CellMarker_normal+Blood+Peripheral blood+Activated CD8 T cell,CellMarker_normal+Blood+Peripheral blood+Conventional dendritic cell 1(cDC1),CellMarker_normal+Blood+Peripheral blood+Conventional dendritic cell 2(cDC2),CellMarker_normal+Blood+Peripheral blood+Age-associated B cell,CellMarker_normal+Blood+Peripheral blood+Cytotoxic CD8 T cell,CellMarker_normal+Blood+Peripheral blood+Central memory CD4 T cell,CellMarker_normal+Blood+Peripheral blood+Regulatory CD4 T cell,CellMarker_normal+Blood+Peripheral blood+Effector memory CD8 T cell,CellMarker_normal+Blood+Blood+Activated CD4 T cell,CellMarker_normal+Blood+Blood+T helper 17(Th17) cell,CellMarker_normal+Blood+Blood+Activated CD8 T cell,CellMarker_normal+Blood+Blood+Mucosa-associated invariant T (MAIT) cell,CellMarker_normal+Blood+Blood+Effector T(Teff) cell,CellMarker_normal+Blood+Peripheral blood+Antibody Secreting B cell,CellMarker_normal+Blood+Peripheral blood+Regulatory B(Breg) cell,CellMarker_normal+Blood+Blood+Hematopoietic progenitor cell,CellMarker_normal+Blood+Peripheral blood+Intermediate monocyte cell,CellMarker_normal+Blood+Peripheral blood+Polymorphonuclear myeloid-derived suppressor(PMN-MDSC) cell,CellMarker_normal+Blood+Serum+B cell,CellMarker_normal+Blood+Plasma+Neutrophil,CellMarker_normal+Blood+Plasma+Immature neutrophil,CellMarker_normal+Blood+Plasma+Immunosuppressive neutrophil,CellMarker_normal+Blood+Peripheral blood+Tissue resident macrophage,CellMarker_normal+Blood+Blood+Revertant memory CD8 T(TEMRA) cell,CellMarker_cancer+Blood+Blood+Pro-tumor type-2 pericyte,CellMarker_cancer+Blood+Blood+Fibroblast,CellMarker_cancer+Blood+Blood+Endothelial cell,CellMarker_cancer+Blood+Blood+Mast cell,CellMarker_cancer+Blood+Blood+Myofibroblast,CellMarker_cancer+Blood+Blood+Smooth muscle cell,CellMarker_cancer+Blood+Blood+Mesenchymal cell,CellMarker_normal+Blood+Peripheral blood+CD4 cytotoxic T2 cell,CellMarker_normal+Blood+Peripheral blood+CD4 cytotoxic T1 cell,CellMarker_normal+Blood+Peripheral blood+Cytotoxic CD4 T2 cell,CellMarker_normal+Blood+Peripheral blood+CD4 central memory like T (Tcm-like) cell,CellMarker_normal+Blood+Blood+CD4 cytotoxic T lymphocyte,CellMarker_normal+Blood+Blood+CD8 terminally differentiated effector memory re-expressing CD45RA T cell(CD8 TEMRA),CellMarker_normal+Blood+Blood+Effector CD4 T cell,CellMarker_normal+Blood+Blood+Myeloid derived suppressor cell (MDSC),CellMarker_normal+Blood+Peripheral blood+Cycling cell,CellMarker_normal+Blood+Peripheral blood+Patelet,CellMarker_normal+Blood+Peripheral blood+Basophil,CellMarker_normal+Blood+Peripheral blood+Neutrophil progenitor cell,CellMarker_cancer+Blood+Blood+Follicular B cell,CellMarker_cancer+Blood+Peripheral blood+CD4 tumor antigen-specific T (Tas) cell,CellMarker_cancer+Blood+Peripheral blood+CD8 tumor antigen-specific T (Tas) cell,CellMarker_normal+Blood+Blood+Epithelial cell,CellMarker_normal+Blood+Peripheral blood+Proliferative CD8 T cell,CellMarker_normal+Blood+Peripheral blood+Proliferative CD4 T cell,CellMarker_normal+Blood+Peripheral blood+Memory CD8 T cell,CellMarker_normal+Blood+Peripheral blood+Exhausted CD8 T cell,CellMarker_normal+Blood+Peripheral blood+Mature dendritic cell,CellMarker_normal+Blood+Peripheral blood+Effector CD8 T cell,CellMarker_normal+Blood+Peripheral blood+Exhausted CD4 T cell,CellMarker_normal+Blood+Peripheral blood+Regulatory CD8 T cell,CellMarker_normal+Blood+Blood+T helper 2(Th2) cell,CellMarker_normal+Blood+Blood+Mature B cell,CellMarker_normal+Blood+Blood+Immature B cell,CellMarker_normal+Blood+Blood+T follicular helper(Tfh) cell,CellMarker_normal+Blood+Blood+Transitional B cell,CellMarker_normal+Blood+Blood+Early activated CD4 T cell,CellMarker_normal+Blood+Blood+Early activated CD8 T cell,CellMarker_normal+Blood+Peripheral blood+Responding conventional T cell,CellMarker_normal+Blood+Peripheral blood+Conventional T(Tconv) cell,CellMarker_normal+Blood+Blood+Follicular regulatory T(Tfr) cell,CellMarker_normal+Blood+Blood+Cytotoxic CD4 T cell,CellMarker_normal+Blood+Blood+T helper 1(Th1) cell,CellMarker_cancer+Blood+Peripheral blood+Pan-T cell,CellMarker_cancer+Blood+Peripheral blood+Plasma cell,CellMarker_cancer+Blood+Peripheral blood+B cell lineage,CellMarker_cancer+Blood+Peripheral blood+Memory-like B cell,CellMarker_cancer+Blood+Peripheral blood+Pan-B cell,CellMarker_cancer+Blood+Peripheral blood+T cell large granular lymphocytic leukemia cell
0,PF4,CD44,CD9,ITGB3,FCGR3A,FCER1A,NKG7,CD14,CD8A,JUNB,SPN,ALAS2,S100A8,MS4A1,CD3E,CD8B,MS4A1,BTK,ERAP1,SDC1,TSHR,JCHAIN,KLRD1,CD3E,LOC102723407,CCR7,CCR7,FCRL5,CD4,CCR7,MS4A1,CD19,MS4A1,CD4,MS4A1,FCRL5,CD4,CD4,CD8A,TYROBP,TRDV2,CD27,KLRB1,CD8A,CD4,CD4,CD4,CD4,MS4A1,MS4A2,KLRB1,DIPK1C,CD8A,CD3D,IL1RAP,CD14,LYZ,MLANA,FCGR3A,CLECL1,ZEB2,SEMA4A,CD3E,LGALS3,TCF7,FGFBP2,CD8A,CD14,CD79A,CD8A,PPBP,CD14,S100A8,MZB1,CTLA4,GZMH,GZMK,CCR7,PASK,GNLY,TIGIT,TCF7,SPARC,CCR7,MYC,PPA1,CORO1B,CD8A,JCHAIN,IL1B,CD79A,MRC1,CD68,CD8A,CD33,MLLT3,CD4,CD14,CD8A,KIT,SIGLEC6,PRTN3,MS4A6A,IL5RA,HBM,RORC,GZMA,CD69,S100A4,CD34,MKI67,GZMA,GPR183,MKI67,LYZ,CD1C,CCR7,IGHD,CD38,GPR183,PRF1,MKI67,MS4A1,S1PR1,MZB1,CD3E,FGFBP2,IL7R,TRGV9,CHI3L1,MARCO,CD3D,CD3D,CD3D,GFAP,KRT7,PTPRC,CD3E,CD19,NKG7,CD14,CD27,LTBP4,IL7R,GATA2,CCR7,PF4,CD3D,CD2,CLEC4C,NCR3,CD38,CD79A,CD45,CCR7,CD45,IL2RA,PPBP,CCR8,FAM102A,MAL,SELL,KRT7,HBB,CD27,ITGA4,FCGR3B,TUBA1B,MPO,LTB,GATA1,MPO,CD33,GZMK,CD8B,SOX4,FCER1A,HBA1,Pdgfra,Lor,Lox,PF4,HBB,MKI67,ENO1,GNLY,EPCAM,NCAM1,CCR8,KLRC2,CD68,CD14,PTPRC,NCAM1,CD69,CD69,CD69,CD69,CEACAM8,FCGR3A,CD63,CEACAM8,CD14,CD14,FCGR3A,MKI67,ERBB3,SELL,TMEM119,CD4,CD4,CEBPA,CD38,PDCD1,CLEC9A,CSF3R,GZMB,IL2RA,ERBB2,NKG7,GZMK,CD44,GNLY,CD69,HLA-DPB1,LYN,CD3E,CLEC9A,CD1c,ITGAX,GZMB,CD69,FOXP3,GZMK,CD3D,IL17A,CD8A,IL17RA,GZMK,CD38,IL2RA,AVP,CD14,ITGAM,MS4A1,MPO,TOP2A,ARG1,KLF4,CX3CR1,RGS5,LOX,CLDN5,TPSAB1,CST1,CNN1,VIM,CCL5,CCL4,NKG7,SELL,FGFBP2,CD8A,GZMK,S100A9,MKI67,PF4,MS4A2,CAMP,HK2,CD200,CXCL13,KRT8,CD8A,TYMS,CD3E,HAVCR2,CD14,CD8A,PDCD1,CD8A,TAF1B,CD19,CD19,CD4,CD19,CD4,CD8A,IFNG,ITGA4,IL1R2,PRF1,IFNG,CD3D,SDC1,MS4A1,CD27,CD19,FOS
1,PPBP,,CD93,FCGR3A,CD14,CLEC10A,,IL1R2,CD3D,B2M,MME,HBA1,CD14,CD79A,CD4,CD3E,CD19,PLCG2,ERAP2,CD79B,BCL2,LILRA4,NKG7,CD3D,MS4A1,CD4,CD8A,CD19,CXCR5,CD4,IGHD,CD38,CD27,IL2RA,CD27,CD19,CXCR3,CD3E,CD3E,CD3E,TRGV9,MS4A1,SLC4A10,CD8,CCR6,CXCR5,CD3,CCR6,CD20,SOX4,NCAM1,TNFRSF1A,,CD3E,,CCL3,,,LYZ,TCF7,DHRS9,TCL1B,CD247,TREM2,LEF1,GZMH,,,IGHD,,,FCGR3A,PF4,ITM2C,HLA-DPB1,CST7,KLRB1,LRRN3,CCR7,CD4,TNFRSF9,MAL,PPBP,MAL,SELL,FCER1A,FANK1,CD52,DPEP1,CXCL8,NKG7,ARG1,,CD3D,HLA-DR,MSI2,IL6ST,FCGR3A,CX3CR1,CD34,IL3RA,ELANE,CCL3,MS4A3,CA2,IL17RE,PRF1,,IL32,PROM1,TOP2A,,S100A4,CD3D,CD14,,SELL,CD27,MZB1,GZMA,CD3,MZB1,NEIL1,GZMH,CD38,CD8A,S1PR5,ANXA1,TRDC,,,CD8A,,,,EPCAM,CD45,CD8A,MS4A1,NCAM1,AIF1,CD19,,GZMA,MPO,CD45RO,PLA2G12A,CD2,CD3D,IL3RA,NKG7,CD27,CD79B,,CD45RA,,RTKN2,GATA2,CD44,CD4,CD28,CCR7,CK7,HBA2,TNFRSF17,TUBA1A,,MKI67,ELANE,MME,NFE2,AZU1,MPEG1,CD3D,S100A4,CD34,CLEC10A,HBB,Gil1,Krt5,Col1a1,PPBP,SPI1,,,,KRT5,CD3,FOXP3,CD160,MS4A7,CD68,CD11c,CD69,CD8A,CD45RA,CD45RO,CD45RA,CD101,CD101,SPN,CD11b,FCGR3A,BASP1,CD14,,MUC16,CD3E,CX3CR1,CD19,CD8A,,,LAG3,,CXCR2,PRF1,CD4,MCAM,GZMA,,PTPRC,PRF1,STAT3,HLA-DRB1,CD37,CD8A,THBD,,,,,CD3E,,CD4,CD4,CCL5,IL17R,,CD27,CD25,,APOBEC3A,CAMP,IGHG1,S100A8,,ANXA1,PTPRC,PTPRC,ACTA2,PDGFRA,RAMP2,,αSMA,TAGLN,,CD28,CD27,PRF1,CD28,,CD3,KLRB1,,,TUBB1,CLC,MPO,,CXCL13,ENTPD1,KRT19,CD3E,CD4,CD3D,PDCD1,CD1C,GNLY,HAVCR2,CD3D,IFIT3,HLADR,IgD,CXCR5,CD24,IL2RA,IL2RA,CSF2,IL2RA,CTLA4,GZMB,CCL4,CD3E,CD138,CD19,,,FCGR3A
2,GP9,,FCGR3A,CD36,LYZ,CST3,,F5,GZMA,HLA-DRA,FCGR3A,HBG1,S100A9,MZB1,,CD8A,JCHAIN,NFKBIE,CD79A,CD79A,MCL1,MZB1,KLRF1,CD3G,CD27,SELL,GZMA,Tbet,CD3,CD3,CD79A,CD27,CD79A,FOXP3,IgM,CD11c,CCR5,CCR7,CD3G,TRAC,CD3D,IgG,TRAV1-2,CD3,CD3,B3GAT1,,GATA3,,MS4A3,PTPRC,TSPAN7,,CD3G,,S100A8,,,,AIM2,POU4F1,YBX3,GIMAP7,CD9,CCR7,GNLY,,,,,,LYZ,FCN1,CLEC4C,CD74,NKG7,IL7R,SELL,CD4,CD8A,IKZF2,CCR7,ITGA2B,SELL,MAL,HLA-DQA1,FOXP3,CXCR3,IGKC,CD14,CD3D,CD206,,NCAM1,CD11b,AVP,CD3E,CD16,FGFBP2,CD38,AXL,AZU1,CST3,FCER1A,CA1,,KLRG1,,S100A10,MLLT3,,,CD3D,CD3,FCGR3A,,CD3D,,IGKC,S100A4,,CD38,,GNLY,XBP1,KLRB1,CD4,S1PR1,TRDV2,,,,,,,KRT17,,TRAC,PAX5,KLRK1,TMEM119,HLADR,,CD4,SPI1,,PPBP,NKG7,CD3E,,KLRD1,,,,,,FOXP3,GP9,CXCR6,IL7R,THEMIS,LEF1,,HBA1,MZB1,CD34,,,CAMP,CD10,CD14,PRTN3,CD14,,CD3D,CD59,CD1C,,Ptch1,Krt10,,,ALAS2,,,,,CD56,RTKN2,KLRC3,CD83,,CD45,CD56,CD45RO,,,,FCGR3A,CEACAM8,CEACAM8,CD66b,CD16,CXCL8,CSF1R,,ERBB2,GZMB,P2RY12,CD11c,CD3,,,CTLA4,,,CX3CR1,TIGIT,CSPG4,PRF1,,CD34,GZMH,SOCS3,HLA-DRA,CD74,GZMB,CD370,,,,,CD4,,IL7R,IL22,CD3D,,,,,,GBP4,S100A9,CD20,ELANE,,,SIGLEC1,,,FAP,CDH1,,,,,NKG7,PRF1,GZMB,CD3E,,CD8,PRF1,,,PPBP,CPA3,AZU1,,,,KRT18,TYMS,CD3E,CD8A,TIGIT,,PRF1,CD4,FOXP3,IFIT2,,,PDCD1,CD38,CD3,CD8,IL22,TRAT1,,,,,,CD20,,,CCL4
